"","V1","V2","V3","V4","V5"
"AC068831.4",-0.0140522309772053,-0.0216256270433078,0.0795571528352277,0.00168438501438316,0.0164460657230699
"SERINC2",-0.0445101711208975,-0.0489833533996079,0.00603802071966958,0.264792888097725,0.0871748035480874
"ZBTB20",-0.033556206888579,-0.0101633693359957,0.094330215212017,0.55397428262545,0.104917969380848
"WT1",0.035854481791432,-0.021833246428212,0.0472671254996612,-0.112450377744593,-0.067175692661321
"ECH1",0.26726755430081,0.169554328514731,0.623800645182823,0.163608665161356,0.240432849641549
"AL512770.1",-0.0775210086942134,-0.0748701786849395,-0.0610649463025393,-0.0069235025022003,-0.0746075315793629
"KIF22",-0.0406699369193402,0.140661144475173,0.202680285504614,0.152285756100885,0.213813037008784
"POC1B",0.198746665524422,0.0405963690743986,0.3299771169161,0.232613008128334,0.336246483417335
"SLC16A7",0.529407124185701,0.237425084955959,0.735956784895772,-0.260805642007257,0.0937246403372937
"TRIR",0.0337630713480557,0.062726357744881,0.0261291822127627,-0.0403625750909445,-0.0395073013265101
"AC005288.1",-0.0458722124472633,-0.0793948744342856,-0.0236817186564961,-0.0405138597051015,-0.0026096647930111
"FARSB",0.321732542267987,0.0369576652094387,0.464046663681678,0.0331009754227712,0.0851044822073206
"WDR34",0.0245335949144534,0.049758104087092,0.0974816028465946,0.140268356012518,0.0478087671730084
"RCAN3",0.0831018201439843,-0.0674138727028263,0.182507492655935,0.199752447619291,0.0436005250751827
"FAM135A",0.152441503359646,0.0636676095121256,0.0916619373354918,-0.0183595110383926,0.0700508214688905
"ZDHHC9",0.050257942366671,0.02695721913772,0.061379166409191,0.28186718227505,-0.0970335729625418
"UBC",-0.0151403789982183,0.0780579215069099,-0.00283105676319351,0.0269790619414396,0.00884842069598124
"SRRD",-0.0389660869061703,-0.0305554438858342,0.0139803981708102,-0.0757884388325461,-0.071843354064677
"ATP5F1A",0.197482600934227,-0.134819397357843,0.452182435937375,0.418937880993339,0.149429222686301
"ZSWIM8-AS1",-0.0790370391824616,0.0507536098644932,-0.126019846074283,0.115169166948113,-0.0201780231144811
"AF127577.1",-0.0212647999530615,-0.0141587930888183,-0.0670359745930216,-0.0811409773511655,-0.0748974452639341
"UQCRFS1",0.284519518036161,-0.045371231206888,0.47716771985398,0.277377829861632,0.273638408177376
"AC007314.1",0.055423973732395,0.0541911225049299,0.0574998543975086,-0.0622573621169374,0.0160236897712384
"AC104506.1",-0.0396741181940635,-0.0328865853084032,-0.0443921458369202,-0.0773997240114385,-0.0542679323921036
"TEN1",-0.0762803447375135,0.00094149625410031,-0.0996203182165297,-0.016999296229616,-0.0603462781557759
"CENPP",-0.0210140822097361,0.0231157765880574,-0.0576371668901303,0.0789611770078684,0.024761072216327
"LGALS8-AS1",0.0218449240937927,0.0316017332804204,0.0790561542491029,-0.0429602161699709,0.00947072674667613
"P2RY11",-0.0188878327931179,0.0481916979055574,-0.0742005054761633,-0.13847403397792,-0.0857619986484304
"HBP1",0.0435788125609377,0.0350283516616187,0.162998449676058,0.1314171300799,-0.0126965441714269
"YLPM1",0.0227610024563792,-0.0842845620240228,0.0859012759254633,0.443532067520747,0.278446342173766
"DCAF16",0.209269142868658,0.0460833833263267,0.422844357433855,0.115427794833545,0.313653781062472
"BRIX1",0.578871013789619,0.0824292121441625,0.915973266403973,0.162090985369502,0.44652386530961
"TP53BP2",0.117737675637292,0.00711659142545717,0.287179417272357,0.293107386138508,0.00586779880771061
"NUP205",0.102789319159304,0.118201222762186,0.210215564754219,0.336040235525792,0.346709547936014
"AC008870.3",-0.0669810688822021,0.033074592754548,0.0460046149832291,-0.0626371467628846,0.0758631990299533
"AC007193.3",-0.0166457878224135,-0.000538559024966783,0.0217888911510868,-0.111397316458318,-0.0597804203125836
"AC010632.1",-0.0382467447995137,-0.00516782343013955,-0.079339637187351,-0.0423616258289899,-0.0745861195574462
"TMEM220",-0.0877422985901898,-0.127182138577156,-0.0831142504425134,0.0357000347856113,-0.0414458168671965
"FAM126A",0.562563862767356,0.383608824300323,0.658317160502003,-0.271203392252045,0.0218635551921522
"SPTY2D1",0.0845593100275038,-0.158466237585447,0.28371893814802,0.413611096675767,0.287854396078971
"DLG5",-0.116180218658601,-0.0707104883373858,-0.106156962240113,0.14769422653112,0.0101460245862046
"FAM111B",-0.120547986712622,-0.175578098971384,0.0348318803082989,0.782595660734185,0.562919475208807
"LINC00896",0.0453085455318161,0.031439585416565,0.0370433194682818,-0.155621954868434,-0.114839601791454
"TMEM14C",0.221890599204883,0.0722584372793647,0.320584101854267,0.018760944024389,0.128163051705771
"C2CD3",0.0151561190677326,-0.0758572735270075,0.138160230818055,0.252521463491524,0.221377433026964
"INTS10",0.314142606021556,0.118945513161597,0.461970702515021,-0.0839551596795329,0.128136749898169
"TGFB1",-0.122956132133383,0.0327786016036229,-0.176319461883915,0.163820328205503,0.0953188635910723
"FAM227B",-0.0714329640351461,-0.0314035118255958,-0.084753930141953,-0.11513012631716,-0.0768791412079097
"BAZ2B",0.0356048723755579,-0.0053054152491037,0.333687887373065,0.167436636801261,0.179157975964133
"SERGEF",0.275220914951045,0.0215936517348726,0.375116295928232,0.292709986138829,0.455594293271854
"AC090772.3",-0.0962635318500652,-0.0370429078550811,-0.126438581759589,-0.00748763588827121,0.0278249991052817
"MAP3K14-AS1",-0.0309879922015524,-0.00324988271370938,-0.115443954475157,0.0618599758976834,-0.0626916412031817
"ACTR2",0.144562722120712,0.104864586648131,0.387504437564211,0.0853978158636681,0.172831330367215
"IDE",0.148129996557536,-0.024168121314418,0.343463453508077,0.213255338202545,0.195001213776063
"PI16",-0.0182514150267595,-0.0631705453927499,0.0124565826551312,-0.121175597334147,-0.056671959713858
"STAT1",0.0606390270791788,-0.095044093428193,0.339021084889645,0.325396550006067,0.276494460732276
"NIPBL-DT",-0.0817379179918885,-0.0194057796373528,-0.0608514747340337,0.0460205634590437,0.00318253798040863
"COX5B",0.293236774082022,0.0648332885024371,0.444556457449605,-0.0515326910539725,0.233520339331383
"CBR3-AS1",-0.0159302661790757,-0.0295693305700343,-0.0220801631679283,-0.0402903152335226,-0.0545536333658743
"TMEM69",0.336015985215602,0.127538752173558,0.238071352771955,0.419594882452946,0.277047636773837
"ETS1",0.321611508810711,0.163613703564452,0.653921825002245,-0.0237542133423448,0.238295587480212
"NUP88",0.0926939089565945,0.0282998134417887,0.140651717478419,-0.119838340954237,-0.0300531486485816
"TEX2",0.239316986873989,0.00704316572691603,0.324788263851883,-0.0350002262328356,0.0111633814878006
"SCUBE3",-0.0503523042908345,0.0246630262992422,-0.12228406171705,0.024605035416506,-0.0101988780019381
"SUCO",-0.0271427907296599,-0.0581824022987244,0.0524320350074484,0.33240325794857,0.177397452700097
"SGTA",0.287424979275421,-0.0439477624229956,0.600695014238302,0.301862189286951,0.373156747110067
"B3GALNT2",-0.0468459379239624,0.0416647875537208,-0.063129935343975,0.00507074019307063,-0.0528701871907164
"RPL37",0.123100379651007,0.0533678971033145,0.181114198590358,0.0632294375842582,0.0278926158437939
"ITGB1",0.314407032667831,-0.124099210592652,0.558288245962494,0.170895648501211,0.218635940890253
"TDP2",0.362013080657008,0.057876420534403,0.425219701733446,0.174535348718825,0.499284955845716
"AC092295.2",-0.054033840485544,0.00122765833729119,-0.122894337893897,-0.0276950420987487,-0.0309203513172288
"ADAMTS18",-0.0927606516811706,-0.0470696056628759,-0.136798681341997,0.0957373468139227,-0.0320771893861
"NPL",0.013457281953732,-0.0396902366321709,0.0171309628398801,-0.131904328981397,-0.0717928618350214
"HOXA11",-0.101976100593686,-0.00521786571448462,-0.0890313333681806,0.0796689047562206,-0.0379088729960786
"AC008686.1",-0.0353466955025965,-0.0302305086937741,-0.00838414303275213,-0.0343666506785669,-0.0854201284683203
"PRG4",-0.041618330907373,0.0594699261430056,-0.140097693574717,0.0258720052678373,0.0758552432984652
"PLXNA2",0.000208022011137069,0.026647582442968,-0.0478403455956922,-0.0875581060084747,-0.0279039210532671
"OTUB1",-0.0193845614651914,0.0989105765712194,-0.0756489675055063,0.025206120234321,0.0976797639856159
"SSBP3-AS1",-0.0257569907654054,-0.0247487622345865,-0.114763871942946,0.0424743380230519,-0.060751834057595
"CD83",-0.016783818185579,-0.0408701182105088,0.0172599411355723,0.241136545644918,0.145753311669538
"HIST1H2AI",-0.0476404773847023,-0.105456601393439,0.246187388351148,1.45330421024778,1.96286480964269
"DLX5",0.253006394681685,0.0316855522831992,0.418439106732044,-0.0616513081356319,0.150348117466972
"PAM",0.171776973566027,0.0263727682485955,0.302854882693967,0.384142843517111,0.255186643099641
"RANBP1",0.0381675035890821,-0.00763209160480054,0.109063716771224,0.0986854550493026,0.106918128506139
"ATOX1",-0.0663095497304716,0.0139752330779099,-0.0908935855274843,-0.00202564171598099,-0.0204747910467862
"STON2",0.0400327579661471,0.00799792411145794,0.103895516811187,0.182272660050496,0.187222158949858
"HSPA13",-0.00291952667541984,-0.00406913913221742,0.168264110903073,0.223974130177177,0.243997331320355
"AP001992.2",-0.0420663783385207,-0.00255160149234763,-0.109328877069038,0.125329668854952,-0.0361414142072454
"CDCA7",0.112484363864815,0.0489749526601028,0.155712495392522,0.187282985497558,-0.00618957965074454
"SUZ12",0.0740632134234737,0.0452851699551464,0.384035805142281,0.21527476201441,0.1353181354506
"AP2A1",0.00678329459644121,-0.040503608952631,0.0197913874803531,0.0818121367314455,0.155118541948231
"PUM3",0.300503206896077,0.166430419719206,0.5478157975022,0.242588075317992,0.0724124462741723
"CREB3",-0.0451577468404569,-0.0566782145657112,-0.0507380882200307,-0.0348263308758951,-0.0560921315277413
"NET1",0.058143822756869,0.0366215548548082,-0.0997941065107421,0.577541103742039,0.105438986461168
"NAA25",0.0868460975651763,-0.0786250858543662,0.296177888330442,-0.00506677904044232,0.023769958266668
"HP1BP3",0.0588227361140626,0.0653999605519198,0.149216717998596,0.311746468555725,0.32245226011064
"BACE1",-0.0389489332925514,-0.0200907970464428,-0.0440994814184233,0.0430663573199853,-0.0558084177706402
"DDX1",0.151102317508719,0.178148615470194,0.129068335069703,0.116737608919919,0.237313832688269
"CCT7",0.336919517292189,0.0240813362067379,0.570082173928627,0.127720480925367,0.210465543903381
"SNRPB",0.0498284365388046,0.043855910577073,0.0513818351171903,-0.0579089074090155,0.0414364789348453
"ATP6V1B2",0.157941459557484,0.0489453910716338,0.285419973912152,0.217972983546042,0.0205526294219976
"ARL6IP4",0.12803070952204,0.0981203013288202,0.149387358892584,0.140470570872051,0.245964682953606
"LRRTM2",-0.0914919034284149,-0.0420185652916186,-0.126634693148776,0.0119530776925639,-0.0457966419681766
"UBE2A",0.0551335390549289,-0.0804082801243412,0.0650404574926974,0.180317698269326,0.211037294678263
"MRPS34",0.35900058384224,0.294236791244205,0.238974025834754,-0.162788868200809,0.0882414998178236
"ETV6",-0.0310119359987532,-0.0177448647691308,-0.0706497405770836,0.139374915731382,-0.0256045547096907
"ZBTB5",0.0963773717490474,0.035282432361655,0.00675610800977652,0.276810859753117,0.21257452851773
"MTRNR2L11",0.154175004857381,0.106212156710619,0.18739037717333,0.242212841109373,0.0301652364874097
"TSEN54",0.259226405311285,0.0153442442094088,0.143247023178176,0.219083272872708,0.0733150364837683
"AC011416.4",-0.0853361809775424,-0.0174970856001244,-0.144164985773066,0.062713851658112,-0.0829477993359345
"SNAPIN",0.0232855606104232,0.0551250748103105,-0.0371212514376102,0.15116651169238,0.0498824852933361
"AL133325.3",0.118835216642221,0.0147019601543116,0.226017446881527,-0.0907943433085849,0.11147168684339
"CACNA1A",0.034270571268245,0.0420127776593321,0.130883586718477,0.416281263472521,0.0932370179506401
"ERP29",0.157361560095039,0.0589217772949323,0.380324659349075,0.391448692516605,0.136596825302884
"USPL1",0.246673160830451,0.0963295912055368,0.505687458602703,0.300850171842743,0.319999116701529
"EXOSC9",0.0454560077679111,-0.0119029446082036,0.167970799867515,0.137775524472665,0.191050850015737
"KRT7",0.0762267397750888,0.00669490002779415,0.0230438270114839,0.245952847714458,0.0954897757200726
"NR4A2",-0.120748341409307,-0.0641030571273088,-0.0531069993210368,0.179491480294164,0.0795165376111166
"TICAM2",-0.0824834016766481,-0.0277907681450214,-0.112678698754771,0.023711554328693,-0.0251481051819291
"PRDX5",-0.102449892179391,-0.0283119261089297,-0.165684624095795,0.0534701627541355,-0.0065311463518588
"SNHG29",0.0210410127654888,0.00956340040535419,0.0771119105821221,-0.0325199629025866,0.00248332400856634
"SAMD14",-0.0650563228713018,-0.0355920795418024,-0.129146803743168,0.0819189308756186,0.0342730045133374
"TMOD2",0.356788691789983,0.0372340270170447,0.362560356448756,0.051703031322852,0.184041910227372
"NF1",-0.0377373729450711,-0.0976691799601206,0.0812831341666423,0.153498829829999,0.215679614519177
"AL358933.1",-0.106976773511484,-0.0725812036483161,-0.0944794160516199,0.0695316317432293,-0.0246868721249323
"HERC2",0.0514674278046212,-0.00558488520091333,0.218922508280139,0.456843617076274,0.331349464923959
"SUSD6",0.0289340078482889,-0.000385925006625779,0.149312361625696,0.213058135102011,0.0978079453961781
"SMIM27",-0.0777729103207916,0.0107859752725084,-0.0797272570857255,-0.0079759924124893,0.0200712714511972
"TUBGCP6",-0.0351712014540244,0.0376746592561016,-0.111438337215475,0.0335614747245196,-0.0336109137097015
"RASA1",0.0236944190860403,0.0263394320762588,-0.0603513679947588,0.0269503811245991,0.0317204622315979
"PFDN6",-0.0327212462778126,-0.0164828846880118,-0.0367390985421659,-0.0815008329232321,-0.0668897647541869
"TSPAN6",0.279864993281964,0.0717147988475302,0.171366834118048,0.184428277545351,0.0463461062963845
"RASD1",-0.0262736680926475,-0.1079187743882,-0.0584304097564677,0.319243604885956,0.0336140928922261
"GRK6",0.144672640319687,0.091773313730875,0.0910657696271139,-0.134287665844893,-0.0452587677509841
"APLP2",0.0952335278831035,0.00483266845437777,0.310905227664207,0.351757374627338,0.259830910635241
"GALNT3",-0.0938156841496958,-0.0236250287701986,-0.0582078024707398,0.131144466524079,0.0326089100449876
"LBX2-AS1",-0.0899115292150748,-0.0848414239744406,-0.122036532943378,0.102654216702226,-0.0230434502826776
"PKNOX1",0.221918345493506,0.0557702161098234,0.482086664421771,0.260157279662896,0.2587516482854
"NUP43",0.046134943845545,0.0339275567975241,-0.0229599578397053,-0.0942258269281407,-0.104838494196128
"ALG1",0.0327059967007604,0.0163572962739261,0.0431305862339473,-0.0357747942386161,-0.0534567050223535
"NUAK1",-0.0665173247761596,-0.0968030064897483,-0.00327046462735341,0.307049805721978,0.232255854905441
"CD72",-0.0673647088449853,0.117966305203349,-0.000372171169122627,-0.0173847388293453,0.0125930578849281
"SECISBP2",0.148078666138781,-0.0392899123947068,0.341065025914211,0.00804092982561104,0.123505969603712
"KIDINS220",0.192594747975708,0.0536595874394514,0.406913811395117,0.147304057273805,0.243848308778188
"DPF2",0.0385884158650485,0.027419819691391,0.0270323333133637,0.0697336162330034,-0.00294902228600138
"LSM4",-0.0108666097501854,-0.0131936684577241,0.00577290501946023,-0.0726949972689205,-0.0197631754964259
"MRRF",0.0423112587778356,0.0442253357789553,0.0401677893268623,-0.00246763490084215,0.022767222340622
"HNRNPAB",0.0143593632144895,-0.0530668364250242,0.280403686075713,0.176853021105822,0.197338017728389
"SF3A2",0.0670361990268285,0.0770154280326748,0.0283305068176567,0.308191736468545,0.177476997157385
"ATP5F1C",0.219042618668606,-0.0215894688106763,0.642061060310262,0.455184344890094,0.379352195494895
"GTF3C6",0.420411941134604,-0.0230574915649364,0.629041577771568,0.366609955109806,0.400188067722697
"RAB11B",0.0493219498397528,-0.0406019371289246,0.0734169176490182,0.382632772721,0.219730255281556
"MAFK",-0.00946963210888961,-0.0336086503778828,0.0807723903094441,-0.140270598332415,-0.0357328450125203
"PHF6",0.153633772349465,0.0218217805835033,0.322773804731869,0.211926085451196,0.342711589721368
"ANXA11",0.157842288549359,0.0852821072678198,0.374128680994699,0.106919356974702,0.158762373181533
"MIOS",0.182250047264388,0.0524627968822999,0.316315653590639,0.0930529964990883,0.170988615818153
"ARAP1-AS1",-0.0694107158301406,-0.0400930565081859,-0.0887006166144634,-0.0716083222179633,-0.0918972021393166
"BACH1",0.411711559397282,0.15306401931562,0.394844168510199,0.23354938749975,0.245421821942441
"BORCS7",-0.0883052588318638,-0.109830331388888,-0.0300673945678989,0.151886411296905,0.127022247953882
"IDI2",0.00674258777708638,0.0303776874439729,-0.00678695850684524,-0.120210341779502,-0.0935064413105892
"ABLIM1",0.232611930560943,-0.00306789669061583,0.248997847242568,-0.00599141524904145,-0.0321204296836439
"CARS",0.0522901797296507,-0.0878499047271303,0.282034721420511,0.268653961943589,0.200073423944234
"AZIN1",0.0746273197719715,-0.0418160039540003,0.191394409540287,0.205556113601727,0.116079141918466
"METTL23",0.383069686185163,0.0562180308375131,0.53350054556964,0.608886185650656,0.236993665204553
"WASHC4",-0.0563400144540973,0.0469066551955612,-0.079907697508625,-0.0548457580194558,-0.0464690219034362
"NLGN1",-0.154919651310187,-0.126231632875628,-0.076663861710706,0.701759910560153,0.378958842536381
"PES1",0.156675405604924,-0.078407495243169,0.322250917064222,0.0842381118862314,0.0317009512774345
"EFTUD2",0.0613614854406413,0.0288256897489964,0.185223428850711,-0.00310680690286168,0.00320013240318961
"AC100793.2",0.0566404894007296,0.021803708951117,0.0467660381599566,-0.139437577467342,-0.0173366935848538
"ZNF736",-0.113150545867532,-0.0282912189490698,-0.0879160300564384,0.306012612035683,0.107836213447204
"AC010336.4",-0.0112564626004569,0.0130577231534037,-0.0354038580152632,-0.0604225586871946,-0.0669528131775479
"AC073321.1",0.00753507218605964,-0.0137109077180071,-0.0874201862564551,-0.00241569273142699,0.0392621479494175
"NHP2",0.146852145704332,0.0451623555429572,0.123829512243588,-0.118132056676384,0.0421672145633705
"UBE2J1",0.118382875778536,0.0303022836758949,0.192297078981062,0.0958436767054449,0.328032823054378
"GAPDHS",-0.0129750462957144,-0.0689757125495519,0.0395022225222036,-0.0041139170659388,0.0449740224735837
"FN1",0.237544976509159,0.0697672618020432,0.404556839450454,-0.0188973058408487,0.125881731589629
"USP15",0.190998684731816,-0.0609727755901062,0.488422864651896,0.206647382208347,0.204273898631507
"EPB41L3",0.110061742959952,0.0349256955786053,0.348108156680297,0.178957482325684,0.200750207330737
"UAP1",0.127417943297966,0.0398033492754002,0.359486976832389,0.17355474112576,0.219094862009988
"LINC00526",-0.0849654403536068,-0.0392557790546713,-0.0916761808036121,-0.0420759434219627,-0.0527419812756666
"DICER1",0.0721109976889422,0.198397849231855,-0.0662193246157126,0.0244158385425089,-0.00926856051240357
"SSR2",0.315988275254249,-0.254992862137017,0.628444615522992,0.523814102229167,0.577080292731415
"EVA1C",-0.0578648294652487,-0.0119886188672787,-0.115113367992758,0.0769466597951929,0.0161845685265812
"DNAJC7",0.240242411173252,-0.0297344587322704,0.538532752927478,0.380750756951961,0.402945079399836
"NUP155",0.19599988147228,-0.0342476013554724,0.202406317805265,0.028673029514127,0.0536424667397242
"H3F3A",-0.0815279294096953,-0.0527748433152228,-0.00657902952419068,0.1473753241438,0.0498952303745071
"IFT81",-0.0107058098140167,-0.101943204830639,0.155178121096477,0.346101721195648,0.264534298151276
"PRDX3",0.161990725682652,-0.0888541524451701,0.39668134359191,0.220141011242941,0.152629191761458
"PA2G4",0.334536889893129,-0.101514896810278,0.65309212648052,0.13417468314666,0.15653693165688
"NSMCE4A",0.216924588380315,0.156556360137856,0.294216611500716,0.146665596867154,0.0399798806867698
"NRM",-0.0291908690234088,-0.0723391111931324,-0.0311844278646334,-0.0273564719455254,-0.00517256204915048
"AC015961.2",-0.0181286524505996,-0.0237256374420691,-0.00159654703094822,-0.0143862815998348,-0.0359522880487222
"MTREX",0.0882912601540651,0.0186274352673275,0.207045479915076,0.0323069029245261,-0.00255271837522596
"DDX10",0.300850405195732,0.234136856440805,0.41472945632111,0.0716648822196912,0.153131965080139
"DLGAP4",0.318076926041583,-0.0156901005640823,0.533939979028141,-0.0910175326308702,0.145172526102998
"PDE5A",-0.042227401187078,0.0221960840910594,-0.0392732131981232,0.123189157417325,0.0226058176124604
"DPYSL2",-0.0628579198864093,-0.0641006838019636,-0.129820672167807,0.214555450542718,-0.0236844192850092
"PAFAH1B3",-0.0659046387990168,0.0319661932022513,-0.120992651436168,0.100814884081492,0.109697446527075
"KIF1BP",-0.080883657176376,0.0156022270520935,-0.105196531947823,0.13001518006816,0.0513639669316111
"LBX2",-0.062669093948302,0.0270392043006636,-0.211349443936905,0.19769888832385,-0.0524399736639708
"AL603756.1",-0.0340802529872517,0.0818550397728806,-0.0164453200401479,0.0431602313132734,0.0356767324350969
"DNASE2",0.0899912289697091,-0.040042338017314,0.278359589962557,0.330945677779715,0.31496897327109
"GPR63",0.517315960788407,0.316998297034119,0.432637765789695,-0.0961321078523266,0.0476045397085034
"G2E3",-0.0682967571891421,0.0948958155560774,0.248478445653053,0.41325542603313,0.358937622053863
"RTL6",0.123155018106974,0.0764704579870752,0.0995702903156768,0.103733724813829,0.0744443971482979
"OSBPL3",0.135176591900167,0.0338117335011092,0.46385551820433,0.380567125432325,0.486773548291346
"DCLRE1C",-0.0158960362182555,0.0975133143244128,-0.0388546490390926,-0.0402379222793009,-0.0497394610991296
"SCLT1",-0.0420816520685427,0.0358703804410552,0.0508846030947809,0.189227514308996,0.184102206782777
"WDR6",-0.0119245191886424,0.122853430584637,-0.113172083872396,0.0471251648487362,-0.0400751999045423
"SMC2",0.0189946955750976,-0.0138805205110338,0.558235484194376,0.280659529230572,0.570374747545016
"RBFOX2",0.0194303240372673,-0.0736484014772309,0.111848229672901,0.221195180342583,0.0240174088396188
"MTAP",0.378308724159465,-0.0199813514803786,0.580839122101776,0.0812346762500096,0.169204380720941
"TMEM230",0.203716683854572,-0.122282479418676,0.37625199380932,0.109698669465915,0.165886458781611
"DDX52",0.180968329828973,0.0471217289519933,0.285810897238858,0.140898059216205,0.244465950734795
"KLF12",0.106897720629025,0.0676369374659311,0.26214466693225,0.165595617535287,0.339334704322825
"AC068888.1",-0.0216079670986208,0.0635208297267303,-0.0637021982763182,-0.0723338773084762,-0.0555813642825284
"TOP2B",0.162509997729381,0.106946418666516,0.225992731447681,0.141505072707929,0.138472339418075
"MPC2",0.000798073362196077,-0.0130924943330054,0.0151047949105204,-0.0197327212799203,-0.0447914598300161
"UBL5",-0.0826402785005154,-0.0798603580294534,0.0115129058287929,0.159374321091596,0.0401949315356618
"RNPS1",0.156034385610942,0.203019490010598,0.183163150193432,0.122050735712903,0.368664698916413
"MYO19",0.0855353827033796,0.00777241194996718,0.0529821646981555,0.174293716933144,0.164995269260261
"AC090617.10",-0.00193212364352549,0.00687684916070266,-0.089181188058859,0.0992740596369614,-0.00772967479731098
"MPHOSPH9",-0.0590536086881153,-0.0597810172758335,0.0743369081090053,0.244796862659095,0.193472281943222
"PPIL4",0.36267773136293,0.0461691112228184,1.12409725878005,0.132749277231525,0.467939277253033
"TOMM22",0.084734500635538,-0.0672971519607876,0.108546070077767,0.0854725731341342,-0.0173258410219538
"PPFIA1",0.0614778129630279,-0.00534259510024783,0.148121361825466,-0.0156185572100091,0.108591419079577
"GABARAP",0.264556576180778,0.00368230069369022,0.383796670975823,0.169735363137124,0.424134210858805
"HDGFL3",-0.0480393710771823,0.0248973897639446,-0.0616385858025514,0.14740081255289,0.113528490899044
"EIF5A",0.326589146381823,0.0243915117522911,0.420264542947019,-0.045304275666436,0.134532039903027
"MYL6B",0.0938564652787936,0.0535835251479111,0.105683848079461,0.0456573110551892,0.0741851469683868
"MYRF-AS1",0.0808774160183664,0.0545540340558772,0.0524110680796029,-0.0954546240599785,-0.0334438780662497
"ACTR1A",0.248880163688827,0.206000137023338,0.641171243756412,0.319547677691772,0.136890638091574
"MTMR12",0.227854788357923,0.0480465252439292,0.312106524240908,0.340051413469647,0.259163912603605
"YTHDC1",0.048592915692594,-0.109940495567319,0.371059281563748,0.205294425948112,0.215538623695332
"SSR1",0.264590019473448,-0.0375775969888179,0.861950182884407,0.153563886582308,0.412153472489576
"MINDY2",0.0104339416742192,0.0682077125968173,0.022609169206023,0.379174311236685,0.193107072051236
"GAPVD1",0.0616001973835237,0.0753939327930215,0.205775882223976,0.0180499744230242,0.0933712638059791
"THYN1",0.132059631046353,0.0435340572511095,0.306385737649134,0.462160488061261,0.549166308194495
"NAPA",0.0269532880573793,-0.0158250478197611,0.19278791490382,0.153242083451869,0.130204782685262
"POLR2B",0.349601880647219,0.22393938833744,0.441185070045324,-0.0428843494571565,0.348438743956034
"AP002383.2",0.00163160274795721,0.0586957503596888,-0.0683605157061983,0.180073552058321,0.0431991275039832
"HIST1H3B",0.0220986034722729,-0.0967913125006581,0.344976600311077,1.73219485896442,2.20101343318458
"NHLRC2",0.140217879450525,0.00392562023356197,0.35508335774782,0.249165755864587,0.232155475154759
"MZF1",0.0201959981442621,-0.0410612097156258,0.0577132293467826,-0.0928528758449483,-0.0662986630175938
"AMD1",0.192617159080142,0.0921830940264271,0.345297101566264,-0.0732802923133462,0.0212458592599491
"CRKL",0.140439465871149,0.0981345093983704,0.183844814332463,0.0405225468163714,0.181084486326973
"AC060780.1",0.0371771768830345,0.0043798328124058,0.0995528181337895,-0.107382410395336,0.00984290671137274
"CACNA1D",0.128290315205915,-0.0457841227006451,0.0975342524840651,-0.0879441614794863,-0.00907882266515389
"NUP98",0.0197662691450864,-0.0695017766898454,0.102862564295576,0.323345985519904,0.184574169530756
"AC068025.1",-0.0640816786145762,-0.0271551416554945,0.00748777933042603,-0.047853394655851,-0.0323307859891671
"CEBPG",0.0530157501936513,0.00544202764867624,0.251666777685413,0.709747715808909,0.350914982195504
"PPM1D",0.0375222744423772,-0.0297934801133888,0.281264236775407,0.179327781067464,0.185766173442945
"SARS",0.0509769142211277,-0.0629324538196624,0.357113510373879,0.491684329948985,0.379409161799475
"SPATA5",0.012406285148669,0.0324486446123673,0.0578292820499394,0.190811433020973,0.193765458790184
"API5",0.15660497554899,0.206422350218559,0.422525220770531,0.319444664176391,0.243319626314357
"CTTN",0.275862055888737,0.160974501588191,0.512488952065912,0.195508281558047,0.313941163227482
"ASB14",-0.0727976542768453,-0.001382220568958,-0.0142450543877585,0.0655409966021646,0.0808888314893457
"SRSF8",0.0524132170072657,-0.000483755160825544,0.138936567308591,-0.0524994484196901,-0.117560343961687
"AC006441.3",-0.0910453349921369,-0.0517763280365646,-0.124201071904555,0.155849214705805,0.0756069044956577
"METTL26",0.0600906118038259,0.119654860507607,0.0498811227489866,-0.0171963516523642,0.0154112827887651
"BOLA2",-0.029955399891963,-0.0194033909254977,-0.0822787914964476,-0.0263736936200789,0.00525645977639452
"COPG1",0.145678395367547,0.0556449797696688,0.289808878788044,0.0415910983444801,0.0907453943733126
"SOD1",0.112529287013394,-0.120939243190961,0.292021470006946,-0.0108378882685053,0.0378220036204241
"CAPN7",0.105728759577324,0.0978273653098172,0.0244701630728112,0.0468565794498839,-0.0320417205441716
"PDHA1",0.150669104716121,-0.0717942004022217,0.589013222507817,0.139464122302724,0.0748931787197167
"AC109133.1",-0.101391170409529,0.0515004819593327,-0.202061937613035,0.147069153154966,0.0542147175775808
"PCAT1",0.196071829207089,-0.0329866239029508,0.488002736312363,-0.00805831735110983,0.069149126103162
"C12orf45",-0.0244725143543718,0.00885275805694246,-0.0531861467301535,0.0139792464047008,-0.0288310565185153
"BIRC5",0.111350363581603,0.0326056812363933,0.385472732929601,0.225863565151447,0.505808866707895
"PSME3",0.409703622780067,0.0250745468832208,0.557357951754481,-0.0152008876834491,0.257836948327104
"PPP3CA",-0.0104221191974201,-0.153087420168381,0.200802434715435,0.0295036011731626,0.0980003503863013
"TTC39C",0.00978913364782944,-0.0862514021196004,0.113853998248839,0.045403282196902,0.0385869755670797
