"","V1","V2","V3","V4","V5"
"CENPN",-0.108429253013113,-0.0918799611963622,-0.000389127276144312,-0.0807780936363769,0.181531326512956
"GABPB1",-0.00376828626909526,0.0390545818581959,-0.0754279655302109,-0.255764852109006,-0.146721175844525
"H1F0",0.983617766798061,0.87015302134275,0.958560845108264,2.62841327152396,2.1626505578263
"CEP63",-0.0569946780119787,-0.0852207332023438,-0.125720351331771,-0.12929659414171,-0.100948358957124
"DNAJC24",-0.0782510883756813,0.00822100014674072,-0.208610898705808,-0.129283820654454,-0.12400506142169
"ACTG1",0.272090589766167,0.0335929228431179,0.587367201893414,0.960707468090416,0.531902732723062
"TM9SF2",1.56155331472454,1.06614820081475,1.57893714241192,0.304801731007369,1.02688012612718
"LRTOMT",-0.168251270648841,-0.0631326812352142,-0.250270599504446,-0.0315516525823935,-0.141289513688715
"PPIL6",-0.0433188844310761,-0.0586214100258719,-0.110065474997439,-0.179722160126039,-0.17092263027064
"VPS13A-AS1",-0.0639808474750615,0.0315151275206829,-0.0463923084200344,-0.194728809440253,-0.0889624127295893
"IK",0.405632138282197,0.238519859140003,0.355059338544497,0.331513840357789,0.30982893140752
"AC012640.4",0.092891092904473,0.0919864251539932,-0.0301582942657436,-0.277909834015989,-0.173374432335976
"AL135999.1",-0.282706204556445,-0.133529566516814,-0.389952031666107,0.143378943484498,-0.00522354176511192
"TBC1D31",-0.0514099037939208,-0.0415110028629416,-0.0766163628041158,-0.150444536393307,-0.0313859049907999
"AL139099.1",-0.170867983122885,-0.082975980201694,-0.152098782955312,-0.0882650969743458,-0.0660218590792529
"AC125611.3",-0.220487540087146,0.0029401336343552,-0.287543283485564,0.127901940875026,0.0305963188153433
"UVRAG-DT",-0.109751208461334,-0.0715773225497442,-0.0859091412367751,-0.126521932989842,-0.0971482354848459
"AL355472.2",0.0438465622256507,0.0375176941997571,-0.13036561410933,-0.165086050684792,-0.113849491039436
"AL513548.4",0.292236491968278,0.118906778281469,0.170287271498811,-0.563998728375996,-0.239945099529378
"TMCO1",0.00374184939214754,-0.0946820534355169,0.0685742670124558,-0.18853414575199,-0.0868230333360602
"AC087588.3",-0.126997499113964,0.0345032484038125,-0.13630119952608,-0.110865159632338,0.00528005075697262
"CEBPZ",0.192398254462214,0.17509105392108,0.114559678711892,-0.132370562406331,-0.030118565880117
"AC074044.1",-0.114198105573183,-0.078700009841782,-0.109703289577373,-0.132939814406498,-0.00552014305890566
"ZCWPW2",-0.00223076173970888,0.0732033671004387,-0.0967637142541352,-0.0691827524683203,0.0296653319777234
"COG5",0.00903899157608551,0.0762632862302385,-0.0397975167429798,-0.18197439104075,-0.0940676192442806
"AC011447.3",-0.0492638655379544,-0.116632971728334,-0.0932762518888672,-0.183758042487549,-0.164321057992412
"AC083862.2",-0.109445168165373,-0.0172553554749785,-0.184605989146042,-0.213057085899279,-0.0755833887295292
"SNRNP25",0.138350809035576,0.0594748427180217,0.109701473207032,-0.350738832552389,-0.142070013948983
"CUL5",-0.293620104684694,-0.145245074641423,-0.416208632911225,0.197531061569124,-0.0275359945610853
"LINC00667",-0.160305639222086,-0.0790274587896394,-0.254989765496399,-0.0901273264340832,-0.157613257376411
"CDKN2C",-0.241878405126712,-0.0854465344787891,-0.369229844425623,0.276387592645767,-0.0570056586276945
"RETREG2",-0.127201890742082,-0.00319366597566607,-0.158192037594608,-0.0427197284545893,-0.101642390507112
"RPL5",1.33195043000975,0.393555142227094,1.92700862899313,0.269878187242998,0.762790455240848
"MRPS12",-0.0624200433368728,-0.00489106367684694,-0.13092977723916,-0.275887218697655,-0.149504677575572
"AC015802.6",0.060220980502144,0.0190868281253698,0.122434634905527,-0.437370544264962,-0.176731009073321
"AL139393.3",0.0234644055381181,-0.0119737812570232,0.089862616022945,-0.336271852909954,-0.135019805660933
"HIST1H1E",0.848821086616426,1.08949791662446,1.15185157271303,2.58229277571247,3.81759092868753
"ANKUB1",-0.108075520860363,-0.0280726519583693,-0.23997381868504,-0.117906394874804,-0.176491130013939
"AP003068.3",-0.0227446773994902,0.00217867641503393,-0.117137301894622,-0.153485947833017,-0.244169635842506
"HIST1H4I",-0.16512782556025,-0.0397153506946815,-0.329337932503419,0.228613423041725,0.0997534379929584
"AC012629.2",-0.169091878233457,0.0361839810771368,-0.296630272468963,0.112226729880145,-0.0732997424093087
"RPLP0",1.76871446035641,0.600586399375447,1.63619133239708,0.841143836523688,1.63059304272905
"SHLD2",0.032975696010566,0.0308679701709862,-0.0420457849292822,-0.182738441350269,-0.14812289273561
"AC012615.5",-0.096270886630514,-0.0354571553437626,-0.181297789710924,-0.235595911333134,-0.27291225663921
"AC087533.1",-0.103623720273446,-0.0289104643715677,-0.198476655002445,-0.0727084506477966,-0.0555743671635377
"AC104009.1",-0.430033690449927,-0.241739580933398,-0.503011052735946,0.394695977541992,-0.0501904149714725
"H1FX-AS1",-0.255003545678114,-0.0797200659998093,-0.160391101217523,0.0751684830214221,0.0472167371167555
"AC092069.1",-0.148982546360155,-0.0442023164875613,-0.199302837608968,0.0188235678668765,-0.143753142665402
"HNRNPA2B1",0.383511747500083,-0.0706477239765418,1.30427512706376,0.631630937519946,0.7136741015885
"SUGP2",-0.047211274001195,-0.0364579337800765,-0.0837072532993097,-0.0997005552647521,-0.0858473055458943
"ACTB",0.253973789495662,0.0855712367695101,0.663196270442706,0.897183874395495,0.535892120182385
"HARBI1",-0.0299779572345582,-0.0335797276523928,-0.0248643801922786,-0.153880431674741,-0.107642942964638
"C10orf95",-0.127018522587581,-0.000651888972004175,-0.200177533508451,-0.0957352083305198,-0.167547088212633
"HSPA8",0.0251359208437017,0.0153983647703118,-0.0472322990366901,-0.120576868487798,-0.0325992143985118
"AP002433.1",-0.0500722759101389,0.0204144244441197,-0.0953272019222656,-0.178544293322366,-0.0903145511004182
"NUDT15",0.0452214380046763,0.0395754682506059,0.00720004111886624,-0.264049101855278,-0.0786835007585545
"TMEM8B",-0.176626979459092,-0.148120162547115,-0.230604950685065,0.00629174519844536,-0.0516126600586852
"AC020558.6",0.173173185335545,0.118503257591144,0.0473099754111819,-0.51670967057779,-0.315464611519157
"AP003086.1",0.227498484743252,0.18007714754458,0.186737997036818,-0.531331070667024,-0.242437961294366
"POLR2I",0.0298522801301579,0.00473316037551673,-0.14619118109637,-0.230640760389719,-0.276463395344414
"HLTF-AS1",-0.118462679394896,-0.0718040299050387,-0.1340630335454,-0.0425037818792744,-0.0963723508326175
"KCP",-0.0665662724575888,-0.0220622849108445,-0.0708266208358042,-0.12242691766245,-0.113972524743987
"TSIX",-0.431783599299034,-0.323403186660059,-0.419201309719524,0.254561145323824,-0.0835362166661785
"PRMT5-AS1",-0.196100559940571,-0.124463467823304,-0.250375757036803,0.107646805380107,-0.087527526711559
"KMT2E-AS1",-0.120739462381407,-0.011673521449236,-0.220397920045623,-0.0558236154918307,-0.155179124725453
"AC231981.1",-0.0165734510301405,0.0237757992169938,-0.14315761539516,-0.312048204708046,-0.185303554099664
